"title","console","genre","critic_score","total_sales","na_sales","jp_sales"
"Need for Speed: Shift","X360","Racing","8.2","1.91","0.73","0.01"
"Star Wars Rogue Leader: Rogue Squadron II","GC","Simulation","9.2","1.9","1.03","0.03"
"Tomb Raider (2013)","X360","Action","8.5","1.9","0.86","0.01"
"Madden NFL 09","PS3","Sports","8.6","1.89","1.56","0"
"Minecraft","NS","Sandbox","9.2","1.89","0.69","0.52"
"Mortal Kombat: Deception","PS2","Fighting","7.4","1.88","0.92",""
"FIFA 2000","PS","Sports","8.8","1.87","0.22","0.04"
"inFAMOUS 2","PS3","Action","8.1","1.87","1.05","0.08"
"SingStar","PS2","Misc","8","1.86","",""
"The Legend of Dragoon","PS","Role-Playing","7.8","1.86","0.94","0.39"
"Sonic Classic Collection","DS","Platform","7.5","1.86","0.94",""
"The Legend of Zelda: Oracle of Seasons","GBC","Adventure","9.3","1.86","0.87","0.41"
"The Evil Within","PS4","Action","7.7","1.86","0.56","0.11"
"Shrek 2","PS2","Platform","6.9","1.86","1.12","0.03"
"Star Wars: The Force Unleashed","Wii","Action","6.8","1.86","1.11","0"
"Forza Horizon 4","XOne","Racing","9.2","1.84","0.74","0.01"
"Rayman Raving Rabbids 2","Wii","Misc","6.6","1.84","0.82",""
"The Elder Scrolls V: Skyrim Special Edition","XOne","Role-Playing","8.1","1.83","1.13",""
"BioShock Infinite","PS3","Shooter","9.5","1.82","0.74","0.04"
"The Orange Box","X360","Shooter","9.7","1.82","1.09","0.02"
"Crazy Taxi","DC","Racing","9.3","1.81","1.1","0.12"
"LEGO Star Wars III: The Clone Wars","Wii","Action","7.5","1.79","1.01",""
"Far Cry 5","XOne","Action","7.2","1.78","1.14",""
"State of Emergency","PS2","Action","8","1.76","0.86",""
"UFC 2009 Undisputed","PS3","Fighting","8.4","1.76","1.07","0.01"
"The SpongeBob SquarePants Movie","PS2","Platform","6.6","1.76","1.06",""
"High School Musical: Sing It!","Wii","Misc","6.4","1.76","1.15",""
"Just Cause 2","PS3","Action","8.3","1.75","0.45","0.06"
"FIFA Soccer 08","PS3","Sports","8.5","1.75","0.35","0.02"
"Crash Bandicoot: The Huge Adventure","GBA","Platform","8.3","1.73","0.95",""
"Twisted Metal III","PS","Action","4.4","1.73","1.48",""
"SSX Tricky","PS2","Sports","9.2","1.73","0.85",""
"Call of Duty: World at War Final Fronts","PS2","Shooter","6.8","1.72","0.61",""
"Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City","PS2","Action","9.7","1.72","0.85",""
"Titanfall 2","PS4","Shooter","8.9","1.72","0.75","0.06"
"The Beatles: Rock Band","Wii","Misc","9","1.71","1.17",""
"Portal 2","PS3","Shooter","9.6","1.71","0.83","0.02"
"Call of Duty: Modern Warfare 3","PC","Shooter","8","1.71","0.41",""
"Call of Duty Black Ops: Declassified","PSV","Shooter","3.2","1.71","0.74","0.07"
"Cabela's Big Game Hunter 2010","Wii","Sports","5.5","1.7","1.58",""
"NCAA Football 07","PS2","Sports","8.9","1.7","1.41",""
"The Sims 3: Late Night Expansion Pack","PC","Simulation","7.5","1.69","0.59",""
"Harry Potter and the Sorcerer's Stone","GBA","Action","6.6","1.69","0.87","0.08"
"Dragon Ball Z: The Legacy of Goku","GBA","Role-Playing","6.5","1.69","1.52",""
"Need for Speed: Undercover","X360","Racing","6.3","1.69","0.8","0.01"
"Star Wars Battlefront: Renegade Squadron","PSP","Shooter","7.5","1.68","0.9",""
"Time Crisis","PS","Shooter","8.5","1.68","0.38","0.33"
"Far Cry 4","XOne","Shooter","8.5","1.68","0.85","0.02"
"Saints Row 2","PS3","Action","7.9","1.68","0.88","0.02"
"Dragon Age: Origins","PS3","Role-Playing","8.7","1.67","0.96","0.08"
"SpongeBob SquarePants: Battle for Bikini Bottom","PS2","Platform","5.8","1.67","1.08",""
"NCAA Football 2004","PS2","Sports","8.1","1.67","1.35",""
"PGR: Project Gotham Racing 2","XB","Racing","8.9","1.67","0.97","0.04"
"Shaun White Snowboarding: Road Trip","Wii","Sports","7.8","1.66","0.93",""
"Need for Speed Carbon","X360","Racing","7.9","1.65","0.76","0.02"
"MySims","Wii","Simulation","7.1","1.65","0.9","0.04"
"Army of Two","X360","Shooter","6.7","1.64","1.09","0.02"
"Ape Escape","PS","Platform","9.3","1.63","0.71","0.32"
"Uncharted: Golden Abyss","PSV","Action","7.9","1.62","0.53","0.13"
"The Order: 1886","PS4","Shooter","6.2","1.62","0.44","0.07"
"Call of Duty: Black Ops","PC","Shooter","8.5","1.62","0.58",""
"Rock Band","PS3","Misc","9.1","1.62","0.99",""
"Kinectimals","X360","Simulation","7.5","1.62","1.02","0"
"Tom Clancy's Ghost Recon Wildlands","XOne","Shooter","7.7","1.61","0.98",""
"Rage","X360","Shooter","7.9","1.6","0.82","0.03"
"Just Cause 2","X360","Action","8","1.6","0.59","0.02"
"Pro Evolution Soccer 2008","PS3","Sports","7.1","1.59","0.04","0.32"
"Soul Blade","PS","Fighting","8.6","1.59","0.61","0.46"
"LEGO Harry Potter: Years 1-4","X360","Adventure","7.9","1.59","0.95",""
"Far Cry 2","X360","Shooter","8.5","1.59","0.72","0.02"
"Sonic Generations","PS3","Platform","7.3","1.59","0.6","0.02"
"FIFA 16","X360","Sports","9","1.59","0.59",""
"Devil May Cry 4","PS3","Action","8.2","1.58","0.58","0.34"
"LEGO Pirates of the Caribbean: The Video Game","Wii","Action","7.5","1.57","0.73",""
"Pro Evolution Soccer 2010","PS2","Sports","7.2","1.57","0.1","0.12"
"Twisted Metal","PS","Action","7","1.56","1.32",""
"Mortal Kombat","PS3","Fighting","8.4","1.56","1.06",""
"Mafia II","X360","Action","7.2","1.56","0.85",""
"007: The World is Not Enough","N64","Shooter","7.4","1.55","1.13","0.02"
"Guitar Hero 5","Wii","Misc","8.9","1.55","0.92",""
"BioShock 2","PS3","Shooter","8.5","1.55","0.85","0.02"
"Need for Speed: Most Wanted (2012)","X360","Racing","8.5","1.54","0.62","0.01"
"Die Hard Trilogy","PS","Shooter","8.5","1.54","0.85",""
"Dark Cloud","PS2","Role-Playing","8.2","1.54","0.83","0.08"
"Go Vacation","Wii","Misc","7","1.54","0.42","0.33"
"Fight Night Round 4","PS3","Fighting","8.6","1.52","0.92",""
"Sonic Rivals 2","PSP","Racing","6.4","1.52","0.44",""
"Forza Motorsport 7","XOne","Racing","8.9","1.52","0.58","0.01"
"Dead Space 2","X360","Shooter","9.1","1.52","0.94",""
"Call of Duty 3","PS3","Shooter","7.7","1.51","0.6","0.03"
"Call of Duty: Modern Warfare: Reflex Edition","Wii","Shooter","7.2","1.51","0.94",""
"Star Wars: The Force Unleashed II","PS3","Action","6.3","1.51","0.8",""
"Rock Band 2","PS3","Misc","8.9","1.5","1.13",""
"Football Manager 2012","PC","Sports","8.5","1.5","0.02",""
"WWF No Mercy","N64","Fighting","9.1","1.5","1.2","0.02"
"SoulCalibur II","GC","Fighting","9.2","1.5","0.99","0.11"
"Red Faction II","PS2","Shooter","8.6","1.5","0.49",""
"NFL Blitz","PS","Sports","9.1","1.5","1.41",""
"Metal Gear Rising: Revengeance","PS3","Action","9","1.5","0.47","0.44"
"Dead Rising 2","X360","Action","8.2","1.49","0.75","0.09"
"Mafia II","PS3","Action","7","1.49","0.5","0.04"
"LEGO Battles: Ninjago","DS","Strategy","5","1.48","1.03",""
"LEGO Star Wars III: The Clone Wars","X360","Action","7.9","1.48","0.84",""
"Disney Sing It: Pop Hits","Wii","Misc","6.8","1.48","1.07",""
"007: Quantum of Solace","X360","Shooter","6.6","1.48","0.82","0.01"
"Tom Clancy's Splinter Cell: Pandora Tomorrow","XB","Action","9.2","1.48","0.82",""
"Sonic's Ultimate Genesis Collection","X360","Misc","8.1","1.48","0.9",""
"Fight Night Round 3","X360","Fighting","8.6","1.47","1.33","0.01"
"Minecraft","WiiU","Misc","5.5","1.47","0.5","0.38"
"Super Scribblenauts","DS","Puzzle","7.9","1.47","1.06",""
"Battlefield: Bad Company","X360","Shooter","8.6","1.46","0.81","0.04"
"Mass Effect 3","PS3","Role-Playing","8.9","1.46","0.65","0.03"
"Mass Effect 2","PS3","Role-Playing","9.3","1.46","0.78","0.03"
"Homefront","X360","Shooter","6.7","1.46","0.83","0.02"
"Super Monkey Ball","GC","Puzzle","9","1.46","0.95","0.1"
"The House of the Dead 2 & 3 Return","Wii","Shooter","6.5","1.45","0.77","0.03"
"Sonic & SEGA All-Stars Racing","Wii","Racing","7.9","1.45","0.61",""
"Sega Genesis Collection","PSP","Misc","8.3","1.45","0.53",""
"Sonic Rivals","PSP","Racing","7","1.44","0.73",""
"Star Wars: The Force Unleashed II","X360","Action","6.3","1.44","0.95",""
"BioShock","PS3","Shooter","9.3","1.44","0.75","0.01"
"Kinect Joy Ride","X360","Racing","5.6","1.43","0.92","0"
"Dead Space 2","PS3","Shooter","9","1.43","0.73",""
"WWE SmackDown vs Raw 2008","X360","Fighting","7.3","1.43","0.92","0"
"Smarty Pants","Wii","Misc","6.5","1.43","0.52",""
"UFC Undisputed 2010","PS3","Fighting","8.4","1.42","0.8","0.02"
"Rayman Raving Rabbids","Wii","Misc","7.5","1.42","1.22","0.02"
"LEGO Star Wars II: The Original Trilogy","PSP","Action","8.4","1.41","0.58",""
"LEGO Indiana Jones 2: The Adventure Continues","Wii","Adventure","7.5","1.41","0.9",""
"LEGO Star Wars: The Video Game","GC","Action","7.9","1.41","1.09",""
"Twisted Metal: Black","PS2","Racing","8.9","1.41","1.19",""
"2Xtreme","PS","Sports","8.3","1.4","1.15",""
"Spider-Man: The Movie","XB","Action","7.7","1.4","1.07",""
"Anno 2070","PC","Strategy","8.7","1.4","",""
"Fight Night Round 4","X360","Fighting","8.7","1.4","0.95",""
"Dead Space","X360","Shooter","8.9","1.4","0.89",""
"Sonic Generations","X360","Platform","7.7","1.39","0.71","0"
"Bakugan: Battle Brawlers","DS","Action","6.4","1.38","1.26",""
"Rocket League","XOne","Sports","8","1.38","0.52",""
"The Sims 2","PSP","Simulation","6.2","1.38","0.49",""
"Deus Ex: Human Revolution","X360","Shooter","8.8","1.38","0.77","0.02"
"Far Cry 2","PS3","Shooter","8.4","1.38","0.43","0.01"
"Deus Ex: Human Revolution","PS3","Shooter","8.8","1.38","0.5","0.07"
"Dead Rising 2","PS3","Action","8.1","1.37","0.43","0.15"
"LEGO Harry Potter: Years 1-4","PS3","Adventure","7.9","1.37","0.55",""
"Call of Duty: Black Ops","Wii","Shooter","7.5","1.37","0.8",""
"Crysis 2","X360","Shooter","8.7","1.37","0.73","0.02"
"Need for Speed: The Run","X360","Racing","5.5","1.37","0.63","0"
"A Collection of Activision Classic Games for the Atari 2600","PS","Misc","3.8","1.37","0.76",""
"Metroid: Other M","Wii","Action","7.7","1.36","0.85","0.13"
"Crash Bandicoot 2: N-Tranced","GBA","Platform","7.5","1.36","0.63",""
"GoldenEye 007","Wii","Shooter","8","1.36","0.76","0"
"Marvel vs. Capcom 3: Fate of Two Worlds","PS3","Fighting","8.2","1.36","0.81","0.11"
"Wolfenstein II: The New Colossus","PS4","Shooter","9","1.36","0.55","0.01"
"Hasbro Family Game Night 2","Wii","Misc","6.4","1.36","0.7",""
"Gardening Mama","DS","Puzzle","6.6","1.36","0.79","0.01"
"FIFA Soccer 08","PSP","Sports","7.9","1.35","0.2",""
"FIFA Soccer 09","PSP","Sports","8.1","1.35","0.23","0.02"
"Burnout Paradise","X360","Racing","8.9","1.35","0.63","0.01"
"Battlefield: Bad Company","PS3","Shooter","8.6","1.34","0.76","0.05"
"F1 2010","PS3","Racing","8.4","1.34","0.25","0.08"
"Max Payne 2: The Fall of Max Payne","PS2","Shooter","6.8","1.34","0.65",""
"Donkey Kong Jungle Beat","GC","Platform","7.9","1.34","0.84","0.24"
"The ICO & Shadow of the Colossus Collection","PS3","Adventure","9","1.34","0.67","0.13"
"Need for Speed Carbon","PS2","Racing","7.7","1.34","1.22","0.05"
"Command & Conquer: Red Alert 2","PC","Strategy","8.9","1.34","1.32",""
"Tom Clancy's Rainbow Six: Vegas 2","PS3","Shooter","8.2","1.34","0.66","0.04"
"Devil May Cry 4","X360","Action","8.5","1.34","0.79","0.08"
"WWE SmackDown vs Raw 2008","PS3","Fighting","7.3","1.33","0.62","0.01"
"Alan Wake","X360","Action","8.3","1.33","0.66","0.05"
"Crysis 2","PS3","Shooter","8.8","1.33","0.48","0.06"
"Grand Theft Auto: Chinatown Wars","DS","Adventure","9.5","1.33","0.58","0.05"
"Spider-Man: The Movie","GBA","Platform","7.9","1.33","0.92","0.01"
"Tony Hawk's Pro Skater","GB","Sports","7.1","1.33","0.9","0.01"
"Fallout 76","PS4","Role-Playing","5.1","1.32","0.52","0.1"
"Rage","PS3","Shooter","7.9","1.32","0.47","0.06"
"MAG: Massive Action Game","PS3","Shooter","7.4","1.32","0.77","0.09"
"UFC Undisputed 2010","X360","Fighting","8.6","1.32","0.9","0"
"Need for Speed Underground Rivals","PSP","Racing","7.6","1.32","0.69","0.02"
"Madagascar","PS2","Platform","6.4","1.31","0.78",""
"The Beatles: Rock Band","X360","Misc","8.9","1.31","0.97",""
"[Prototype]","X360","Action","7.9","1.31","0.84",""
"LEGO Batman: The Videogame","PS3","Adventure","7.2","1.31","0.72",""
"Burnout 3: Takedown","XB","Racing","9.3","1.31","0.84",""
"LEGO Batman: The Videogame","PSP","Adventure","7.9","1.3","0.57",""
"NBA Live 07","PS2","Sports","6.3","1.3","1.07","0.02"
"Transformers","PS2","Shooter","7.8","1.29","0.63",""
"The Last Guardian","PS4","Action-Adventure","7.9","1.29","0.4","0.13"
"Champions of Norrath","PS2","Role-Playing","8.5","1.28","0.63",""
"Manhunt","PS2","Action","8","1.28","0.63",""
"Twisted Metal 4","PS","Racing","6.7","1.28","1.07",""
"Need for Speed Carbon","Wii","Racing","6.4","1.28","0.45","0.02"
".hack//Infection Part 1","PS2","Role-Playing","7.7","1.27","0.49","0.26"
"LEGO Batman: The Videogame","PS2","Adventure","7.6","1.27","0.72",""
"NBA 2K9","X360","Sports","8.3","1.27","1",""
"EA Sports Active 2","Wii","Sports","8","1.27","0.76",""
"WWE '12","X360","Fighting","7.5","1.27","0.74","0"
"Castlevania: Symphony of the Night","PS","Platform","9.3","1.27","0.58","0.21"
"The Sims 2: Nightlife","PC","Simulation","7.5","1.27","1.22",""
"SOCOM: U.S. Navy SEALs Confrontation","PS3","Shooter","6.3","1.26","0.94","0.02"
"Rockstar Games presents Table Tennis","Wii","Sports","6.8","1.26","0.39",""
"Assassin's Creed: Bloodlines","PSP","Action","6.3","1.26","0.43","0.05"
"Football Manager 2011","PC","Sports","8.9","1.26","",""
"Tomb Raider: Underworld","PS3","Adventure","7.8","1.26","0.45","0.05"
"RollerCoaster Tycoon 2","PC","Strategy","7.3","1.25","1.19",""
"Cars 2","DS","Racing","6.5","1.25","0.68","0.04"
"Black","PS2","Shooter","7.7","1.25","1.01","0.03"
"Need for Speed: Most Wanted","X360","Racing","8.4","1.25","1","0.02"
"Ratatouille","DS","Platform","7","1.25","0.49",""
"Need for Speed Carbon","PS3","Racing","7.8","1.24","0.49","0.03"
"Oddworld: Abe's Oddysee","PS","Platform","8.3","1.24","0.75",""
"[Prototype]","PS3","Action","8.1","1.24","0.65",""
"2010 FIFA World Cup South Africa","PS3","Sports","8.2","1.23","0.3","0.07"
"Frogger: The Great Quest","PS2","Platform","3","1.23","0.6",""
"Donkey Kong Country 2","GBA","Platform","7.6","1.23","0.79","0.12"
"Star Wars Battlefront II","PSP","Shooter","6.9","1.22","1.05","0.01"
"NBA Live 99","PS","Sports","8.3","1.22","1.13",""
"Intelligent Qube","PS","Puzzle","7.4","1.22","0.13","1"
"Max Payne","XB","Shooter","8.6","1.22","0.98",""
"Cars","PSP","Racing","7.4","1.21","0.72",""
"FIFA 07 Soccer","PSP","Sports","8","1.21","0.25",""
"Bayonetta","PS3","Action","8.6","1.21","0.44","0.21"
"FIFA Soccer 11","PSP","Sports","7","1.21","0.13","0.01"
"NFL 2K","DC","Sports","9.7","1.2","1.12",""
"F1 2011","PS3","Racing","8.4","1.2","0.12","0.11"
"ATV Offroad Fury 3","PS2","Racing","7.5","1.2","1",""
"Metal Gear Solid V: Ground Zeroes","PS4","Action-Adventure","7.6","1.2","0.36","0.17"
"WWE 2K14","PS3","Fighting","7.6","1.2","0.49",""
"Shadow of the Colossus","PS4","Action-Adventure","9.3","1.2","0.44","0.05"
"World Soccer Winning Eleven 9 (JP & Others sales)","PSP","Sports","8","1.2","0.01","0.31"
"Mario & Sonic at the London 2012 Olympic Games","3DS","Sports","6.5","1.19","0.18","0.27"
"WWE SmackDown vs Raw 2008","PSP","Fighting","7.3","1.19","0.45",""
"Spider-Man: The Movie","GC","Action","7.6","1.19","0.86","0.01"
"Metal Gear Solid: Portable Ops","PSP","Action","8.7","1.19","0.38","0.38"
"LEGO Star Wars III: The Clone Wars","PS3","Action","8","1.18","0.52",""
"WWE '12","PS3","Fighting","9","1.18","0.53","0.02"
"Metal Gear Solid VR Missions","PS","Adventure","6.8","1.18","0.66",""
"Tony Hawk's Pro Skater 2","GBA","Sports","8.9","1.18","0.85",""
"Red Dead Redemption: Undead Nightmare","PS3","Action","10","1.18","0.47","0.06"
"LEGO Indiana Jones: The Original Adventures","PSP","Adventure","7.6","1.18","0.4",""
"WWE SmackDown vs. Raw 2010","PS3","Fighting","8.1","1.17","0.48","0.01"
"Ty the Tasmanian Tiger","PS2","Platform","6.2","1.17","0.57",""
"Mission: Impossible","N64","Action","6.6","1.17","0.74","0.02"
"Army of Two","PS3","Shooter","7.4","1.17","0.74","0.02"
"Medal of Honor Heroes 2","PSP","Shooter","6.6","1.16","0.5","0.02"
"Sniper: Ghost Warrior","X360","Shooter","4.3","1.16","0.54",""
"FIFA Soccer 10","PSP","Sports","7.9","1.16","0.16","0.01"
"Spore","PC","Strategy","7","1.16","0.03",""
"Bushido Blade","PS","Fighting","8.2","1.16","0.39","0.43"
"EA Sports Active: More Workouts","Wii","Sports","7.9","1.16","0.78",""
"Mirror's Edge","X360","Platform","7.6","1.16","0.51","0.01"
"Sunset Overdrive","XOne","Action","8","1.16","0.64","0"
"LEGO Star Wars: The Video Game","XB","Action","8","1.16","0.83",""
"The Elder Scrolls V: Skyrim","NS","Role-Playing","8.6","1.15","0.67","0.06"
"Dragon Quest VIII: Journey of the Cursed King","3DS","Role-Playing","8.8","1.15","0.14","0.88"
"Call of Duty 4: Modern Warfare","PC","Shooter","9.3","1.15","",""
"Hot Shots Golf: Out of Bounds","PS3","Sports","8.3","1.14","0.31","0.76"
"The Lord of the Rings: The Return of the King","XB","Action","8.8","1.14","0.71",""
"South Park","N64","Shooter","6","1.14","0.9",""
"Brave Fencer Musashi","PS","Role-Playing","8.4","1.14","0.25","0.65"
"Shadow of the Colossus","PS2","Adventure","9.1","1.14","0.78","0.2"
"Action Bass","PS","Action","5.1","1.14","0.64",""
"LEGO Star Wars III: The Clone Wars","3DS","Action","6.7","1.14","0.61",""
"Mortal Kombat","X360","Fighting","8.3","1.14","0.85",""
"LEGO Star Wars: The Video Game","GBA","Action","7.4","1.14","0.82",""
"007: Quantum of Solace","PS3","Shooter","6.6","1.14","0.43","0.02"
"NCAA Football 14","X360","Sports","7.6","1.13","1.01",""
"Rocksmith","PS3","Misc","8","1.13","0.53","0.09"
"Rabbids Go Home","Wii","Adventure","8","1.13","0.25",""
"Fight Night Champion","PS3","Fighting","8.4","1.13","0.45",""
"Guitar Hero 5","X360","Misc","9","1.13","0.65",""
"Rocksmith","X360","Misc","8","1.13","0.85","0.01"
"ModNation Racers","PS3","Racing","8.1","1.13","0.5","0.06"
"Plants vs Zombies: Garden Warfare","X360","Shooter","8","1.13","0.54","0"
"Cars","GBA","Racing","4.5","1.13","0.81",""
"Mirror's Edge","PS3","Platform","7.7","1.13","0.31","0.02"
"Spider-Man 2","XB","Action","7.7","1.12","0.82",""
"Crackdown 2","X360","Shooter","7.5","1.12","0.63","0.02"
"WWE 2K14","X360","Fighting","7.6","1.12","0.64",""
"Need for Speed: Most Wanted (2012)","PSV","Racing","7.4","1.12","0.33","0.01"
"Dragon Age II","X360","Role-Playing","8","1.12","0.72","0.01"
"The Beatles: Rock Band","PS3","Misc","8.7","1.12","0.67",""
"SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP","Shooter","7.9","1.12","1.03","0.01"
"Mafia III","XOne","Action-Adventure","6.8","1.11","0.54",""
"NCAA Football 13","X360","Sports","7.5","1.11","1.02",""
"Crash Bandicoot N. Sane Trilogy","NS","Platform","6","1.11","0.44","0.02"
"Castlevania: Lords of Shadow","PS3","Action","8.1","1.11","0.5","0.1"
"Tom Clancy's Splinter Cell: Chaos Theory","XB","Action","9.4","1.11","0.68",""
"Red Dead Redemption: Undead Nightmare","X360","Action","10","1.11","0.61","0.02"
"Plants vs. Zombies","DS","Strategy","8.1","1.11","0.9",""
"Rock Band","PS2","Misc","8.1","1.11","0.71",""
"FIFA 18","NS","Sports","5.8","1.1","0.35","0.13"
"LEGO Star Wars III: The Clone Wars","DS","Action","6.3","1.1","0.62",""
"Guitar Hero 5","PS3","Misc","8.8","1.1","0.53",""
"GRID","PS3","Racing","8.6","1.1","0.31","0.03"
"Sonic Free Riders","X360","Racing","4.9","1.1","0.75",""
"Bully: Scholarship Edition","X360","Action","8.1","1.09","0.53","0.03"
"DJ Hero","X360","Misc","8.4","1.09","0.59",""
"Namco Museum Battle Collection","PSP","Misc","7.9","1.09","0.75",""
"Lightning Returns: Final Fantasy XIII","PS3","Misc","7.1","1.09","0.31","0.45"
"Toy Story 3: The Video Game","PS3","Action","7.5","1.09","0.51",""
"Skate 2","X360","Sports","8.2","1.09","0.82","0.01"
"NFL 2K1","DC","Sports","9.6","1.09","1.02",""
"Dragon Ball Z: The Legacy of Goku II","GBA","Role-Playing","7.6","1.09","0.78",""
"Untold Legends: Brotherhood of the Blade","PSP","Role-Playing","6.5","1.09","0.54","0.01"
"Star Wars: The Force Unleashed","PSP","Action","7.1","1.09","0.43",""
"The Simpsons Game","PSP","Platform","6","1.08","0.24",""
"Dante's Inferno","PS3","Action","7.3","1.08","0.64","0.04"
"Disney's Lilo & Stitch","GBA","Action","8","1.08","0.77",""
"Ready 2 Rumble Boxing","PS","Sports","7.6","1.08","0.6",""
"FIFA Soccer 11","Wii","Sports","7","1.08","0.26",""
"Star Fox: Assault","GC","Shooter","6.6","1.08","0.68","0.19"
"Virtua Fighter 5","PS3","Fighting","8.7","1.08","0.29","0.08"
"Pro Evolution Soccer 2014","PS3","Sports","8.3","1.08","0.03","0.51"
"Grand Theft Auto: Chinatown Wars","PSP","Adventure","9.2","1.08","0.28","0.03"
"Dragon Ball Z: Taiketsu","GBA","Fighting","3.8","1.08","0.77",""
"Spore Creatures","DS","Simulation","7.2","1.07","0.66","0"
